Date,Company_ID,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2014-12-30 00:00:00-05:00,TSLA,14.932666778564451,15.043333053588867,14.760000228881836,14.815333366394045,43548000,0.0,0.0,14.815333366394045
2014-12-31 00:00:00-05:00,TSLA,14.87266731262207,15.045332908630373,14.81666660308838,14.827333450317385,34462500,0.0,0.0,14.827333450317385
2015-01-02 00:00:00-05:00,TSLA,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,0.0,0.0,14.620667457580566
2015-01-05 00:00:00-05:00,TSLA,14.303333282470703,14.43333339691162,13.810667037963867,14.005999565124512,80527500,0.0,0.0,14.005999565124512
2015-01-06 00:00:00-05:00,TSLA,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,0.0,0.0,14.085332870483398
2015-01-07 00:00:00-05:00,TSLA,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678224,44526000,0.0,0.0,14.063332557678224
2015-01-08 00:00:00-05:00,TSLA,14.187333106994627,14.25333309173584,14.000666618347168,14.041333198547363,51637500,0.0,0.0,14.041333198547363
2015-01-09 00:00:00-05:00,TSLA,13.928000450134276,13.998666763305664,13.663999557495115,13.77733325958252,70024500,0.0,0.0,13.77733325958252
2015-01-12 00:00:00-05:00,TSLA,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,0.0,0.0,13.480667114257812
2015-01-13 00:00:00-05:00,TSLA,13.554667472839355,13.84066677093506,13.394000053405762,13.616666793823242,67159500,0.0,0.0,13.616666793823242
2015-01-14 00:00:00-05:00,TSLA,12.388667106628418,13.013333320617676,12.333333015441896,12.845999717712402,173278500,0.0,0.0,12.845999717712402
2015-01-15 00:00:00-05:00,TSLA,12.965999603271484,13.050000190734863,12.666666984558104,12.791333198547363,78247500,0.0,0.0,12.791333198547363
2015-01-16 00:00:00-05:00,TSLA,12.713333129882812,12.965999603271484,12.643333435058594,12.871333122253418,54048000,0.0,0.0,12.871333122253418
2015-01-20 00:00:00-05:00,TSLA,12.924667358398438,12.941332817077637,12.469332695007324,12.795332908630373,67548000,0.0,0.0,12.795332908630373
2015-01-21 00:00:00-05:00,TSLA,12.636667251586914,13.245332717895508,12.633999824523926,13.104666709899902,62295000,0.0,0.0,13.104666709899902
2015-01-22 00:00:00-05:00,TSLA,13.133333206176758,13.54933261871338,13.013333320617676,13.441332817077637,61753500,0.0,0.0,13.441332817077637
2015-01-23 00:00:00-05:00,TSLA,13.352666854858398,13.56666660308838,13.222000122070312,13.419333457946776,51579000,0.0,0.0,13.419333457946776
2015-01-26 00:00:00-05:00,TSLA,13.45533275604248,13.907999992370604,13.403332710266112,13.770000457763672,48517500,0.0,0.0,13.770000457763672
2015-01-27 00:00:00-05:00,TSLA,13.628000259399414,13.868666648864746,13.553333282470703,13.732000350952148,41715000,0.0,0.0,13.732000350952148
2015-01-28 00:00:00-05:00,TSLA,13.740667343139648,13.758000373840332,13.227999687194824,13.291333198547363,47244000,0.0,0.0,13.291333198547363
2015-01-29 00:00:00-05:00,TSLA,13.404666900634766,13.732000350952148,13.100000381469728,13.68000030517578,53221500,0.0,0.0,13.68000030517578
2015-01-30 00:00:00-05:00,TSLA,13.597332954406738,13.83133316040039,13.533332824707031,13.57333278656006,45105000,0.0,0.0,13.57333278656006
2015-02-02 00:00:00-05:00,TSLA,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005373,62238000,0.0,0.0,14.062666893005373
2015-02-03 00:00:00-05:00,TSLA,14.214667320251465,14.691332817077637,14.084667205810549,14.557332992553713,72393000,0.0,0.0,14.557332992553713
2015-02-04 00:00:00-05:00,TSLA,14.552666664123535,14.76533317565918,14.453332901000977,14.56999969482422,49581000,0.0,0.0,14.56999969482422
2015-02-05 00:00:00-05:00,TSLA,14.658666610717772,15.031999588012695,14.642666816711426,14.732666969299316,52843500,0.0,0.0,14.732666969299316
2015-02-06 00:00:00-05:00,TSLA,14.800000190734863,14.893333435058594,14.43333339691162,14.490667343139648,48658500,0.0,0.0,14.490667343139648
2015-02-09 00:00:00-05:00,TSLA,14.358667373657228,14.528667449951172,14.13266658782959,14.498666763305664,52086000,0.0,0.0,14.498666763305664
2015-02-10 00:00:00-05:00,TSLA,14.50333309173584,14.699999809265137,14.333333015441896,14.419333457946776,80857500,0.0,0.0,14.419333457946776
2015-02-11 00:00:00-05:00,TSLA,14.147333145141602,14.315999984741213,13.8186674118042,14.186667442321776,146536500,0.0,0.0,14.186667442321776
2015-02-12 00:00:00-05:00,TSLA,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,234744000,0.0,0.0,13.525333404541016
2015-02-13 00:00:00-05:00,TSLA,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810549,92865000,0.0,0.0,13.584667205810549
2015-02-17 00:00:00-05:00,TSLA,13.713333129882812,13.713333129882812,13.43333339691162,13.623332977294922,59694000,0.0,0.0,13.623332977294922
2015-02-18 00:00:00-05:00,TSLA,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,40704000,0.0,0.0,13.630666732788086
2015-02-19 00:00:00-05:00,TSLA,13.666666984558104,14.162667274475098,13.583333015441896,14.11400032043457,77311500,0.0,0.0,14.11400032043457
2015-02-20 00:00:00-05:00,TSLA,14.052000045776367,14.506667137145996,13.987333297729492,14.473999977111816,89731500,0.0,0.0,14.473999977111816
2015-02-23 00:00:00-05:00,TSLA,14.37733268737793,14.546667098999023,13.755332946777344,13.822667121887209,127497000,0.0,0.0,13.822667121887209
2015-02-24 00:00:00-05:00,TSLA,13.81933307647705,13.81933307647705,13.446666717529297,13.607333183288574,99054000,0.0,0.0,13.607333183288574
2015-02-25 00:00:00-05:00,TSLA,13.662667274475098,13.809332847595217,13.505332946777344,13.583999633789062,58642500,0.0,0.0,13.583999633789062
2015-02-26 00:00:00-05:00,TSLA,13.600000381469728,14.072667121887209,13.481332778930664,13.812666893005373,97093500,0.0,0.0,13.812666893005373
2015-02-27 00:00:00-05:00,TSLA,13.793333053588867,13.903332710266112,13.520000457763672,13.555999755859377,58231500,0.0,0.0,13.555999755859377
2015-03-02 00:00:00-05:00,TSLA,13.513333320617676,13.555999755859377,13.055333137512209,13.155332565307615,118831500,0.0,0.0,13.155332565307615
2015-03-03 00:00:00-05:00,TSLA,13.120667457580566,13.349332809448242,13.021332740783691,13.303999900817873,66484500,0.0,0.0,13.303999900817873
2015-03-04 00:00:00-05:00,TSLA,13.283332824707031,13.501333236694336,13.147333145141602,13.496000289916992,63330000,0.0,0.0,13.496000289916992
2015-03-05 00:00:00-05:00,TSLA,13.523332595825195,13.746000289916992,13.34333324432373,13.375332832336426,73155000,0.0,0.0,13.375332832336426
2015-03-06 00:00:00-05:00,TSLA,13.280667304992676,13.383333206176758,12.8100004196167,12.925333023071287,100686000,0.0,0.0,12.925333023071287
2015-03-09 00:00:00-04:00,TSLA,12.959333419799805,12.965999603271484,12.550000190734863,12.725333213806152,101050500,0.0,0.0,12.725333213806152
2015-03-10 00:00:00-04:00,TSLA,12.564000129699709,12.899999618530272,12.506667137145996,12.687999725341797,83695500,0.0,0.0,12.687999725341797
2015-03-11 00:00:00-04:00,TSLA,12.743332862854004,13.07866668701172,12.734000205993652,12.916000366210938,74623500,0.0,0.0,12.916000366210938
2015-03-12 00:00:00-04:00,TSLA,12.916666984558104,12.963333129882812,12.649999618530272,12.73799991607666,62239500,0.0,0.0,12.73799991607666
2015-03-13 00:00:00-04:00,TSLA,12.596667289733888,12.783332824707031,12.48799991607666,12.57866668701172,81514500,0.0,0.0,12.57866668701172
2015-03-16 00:00:00-04:00,TSLA,12.800000190734863,13.060667037963867,12.653332710266112,13.046667098999023,84432000,0.0,0.0,13.046667098999023
2015-03-17 00:00:00-04:00,TSLA,13.028667449951172,13.247332572937012,12.929332733154297,12.982000350952148,73411500,0.0,0.0,12.982000350952148
2015-03-18 00:00:00-04:00,TSLA,12.997332572937012,13.392000198364258,12.87399959564209,13.380666732788086,72313500,0.0,0.0,13.380666732788086
2015-03-19 00:00:00-04:00,TSLA,13.466667175292969,13.63933277130127,12.968667030334473,13.043333053588867,127128000,0.0,0.0,13.043333053588867
2015-03-20 00:00:00-04:00,TSLA,13.16333293914795,13.265999794006348,13.041333198547363,13.20533275604248,64042500,0.0,0.0,13.20533275604248
2015-03-23 00:00:00-04:00,TSLA,13.233332633972168,13.366666793823242,13.164667129516602,13.308667182922363,39474000,0.0,0.0,13.308667182922363
2015-03-24 00:00:00-04:00,TSLA,13.43866729736328,13.586000442504885,13.31666660308838,13.447999954223633,54748500,0.0,0.0,13.447999954223633
2015-03-25 00:00:00-04:00,TSLA,13.218000411987305,13.239333152770996,12.846667289733888,12.953332901000977,85956000,0.0,0.0,12.953332901000977
2015-03-26 00:00:00-04:00,TSLA,12.928000450134276,12.986000061035156,12.646666526794434,12.694000244140623,61920000,0.0,0.0,12.694000244140623
2015-03-27 00:00:00-04:00,TSLA,12.604666709899902,12.619333267211914,12.09333324432373,12.333333015441896,129073500,0.0,0.0,12.333333015441896
2015-03-30 00:00:00-04:00,TSLA,12.390000343322754,12.81666660308838,12.119999885559082,12.704667091369627,151342500,0.0,0.0,12.704667091369627
2015-03-31 00:00:00-04:00,TSLA,12.902000427246094,12.917332649230955,12.560667037963867,12.584667205810549,75399000,0.0,0.0,12.584667205810549
2015-04-01 00:00:00-04:00,TSLA,12.579999923706056,12.81999969482422,12.403332710266112,12.505999565124512,56919000,0.0,0.0,12.505999565124512
2015-04-02 00:00:00-04:00,TSLA,12.682000160217283,12.881999969482422,12.666666984558104,12.733332633972168,75156000,0.0,0.0,12.733332633972168
2015-04-06 00:00:00-04:00,TSLA,13.199999809265137,13.850000381469728,13.166666984558104,13.539999961853027,186837000,0.0,0.0,13.539999961853027
2015-04-07 00:00:00-04:00,TSLA,13.500666618347168,13.670666694641112,13.40933322906494,13.550000190734863,65218500,0.0,0.0,13.550000190734863
2015-04-08 00:00:00-04:00,TSLA,13.880000114440918,14.0600004196167,13.724666595458984,13.844667434692385,94546500,0.0,0.0,13.844667434692385
2015-04-09 00:00:00-04:00,TSLA,13.895333290100098,14.024666786193848,13.7413330078125,14.005999565124512,57003000,0.0,0.0,14.005999565124512
2015-04-10 00:00:00-04:00,TSLA,13.989999771118164,14.109999656677246,13.93333339691162,14.0600004196167,61015500,0.0,0.0,14.0600004196167
2015-04-13 00:00:00-04:00,TSLA,14.029333114624023,14.199999809265137,13.936667442321776,13.985333442687988,56373000,0.0,0.0,13.985333442687988
2015-04-14 00:00:00-04:00,TSLA,13.904666900634766,13.965999603271484,13.699999809265137,13.830666542053224,45390000,0.0,0.0,13.830666542053224
2015-04-15 00:00:00-04:00,TSLA,13.830666542053224,13.97266674041748,13.773332595825195,13.85533332824707,29286000,0.0,0.0,13.85533332824707
2015-04-16 00:00:00-04:00,TSLA,13.846667289733888,13.944666862487791,13.752667427062988,13.779999732971191,24886500,0.0,0.0,13.779999732971191
2015-04-17 00:00:00-04:00,TSLA,13.666000366210938,13.791999816894531,13.56666660308838,13.78600025177002,37048500,0.0,0.0,13.78600025177002
2015-04-20 00:00:00-04:00,TSLA,13.785332679748535,13.856666564941406,13.59000015258789,13.684666633605955,38389500,0.0,0.0,13.684666633605955
2015-04-21 00:00:00-04:00,TSLA,13.720000267028809,14.050000190734863,13.620667457580566,13.96066665649414,51487500,0.0,0.0,13.96066665649414
2015-04-22 00:00:00-04:00,TSLA,14.166666984558104,14.791999816894531,14.112667083740234,14.629332542419434,117945000,0.0,0.0,14.629332542419434
2015-04-23 00:00:00-04:00,TSLA,14.5513334274292,14.76533317565918,14.476667404174805,14.57333278656006,66168000,0.0,0.0,14.57333278656006
2015-04-24 00:00:00-04:00,TSLA,14.699999809265137,14.720000267028809,14.534000396728516,14.562000274658203,36417000,0.0,0.0,14.562000274658203
2015-04-27 00:00:00-04:00,TSLA,14.837332725524902,15.916666984558104,14.800000190734863,15.436667442321776,175089000,0.0,0.0,15.436667442321776
2015-04-28 00:00:00-04:00,TSLA,15.649999618530272,15.699999809265137,15.20199966430664,15.36533260345459,91281000,0.0,0.0,15.36533260345459
2015-04-29 00:00:00-04:00,TSLA,15.33666706085205,15.664667129516602,15.175333023071287,15.49666690826416,59041500,0.0,0.0,15.49666690826416
2015-04-30 00:00:00-04:00,TSLA,15.359333038330078,15.526000022888184,15.011333465576172,15.06999969482422,58678500,0.0,0.0,15.06999969482422
2015-05-01 00:00:00-04:00,TSLA,15.329333305358888,15.451333045959473,14.694000244140623,15.0686674118042,79225500,0.0,0.0,15.0686674118042
2015-05-04 00:00:00-04:00,TSLA,15.211999893188477,15.648667335510254,15.140666961669922,15.36733341217041,66519000,0.0,0.0,15.36733341217041
2015-05-05 00:00:00-04:00,TSLA,15.850666999816896,15.966667175292969,15.275333404541016,15.529999732971191,86953500,0.0,0.0,15.529999732971191
2015-05-06 00:00:00-04:00,TSLA,15.606666564941406,15.631333351135254,15.213333129882812,15.362000465393066,79063500,0.0,0.0,15.362000465393066
2015-05-07 00:00:00-04:00,TSLA,14.733332633972168,15.83199977874756,14.68333339691162,15.786666870117188,141838500,0.0,0.0,15.786666870117188
2015-05-08 00:00:00-04:00,TSLA,15.732666969299316,15.894000053405762,15.579999923706056,15.77400016784668,70023000,0.0,0.0,15.77400016784668
2015-05-11 00:00:00-04:00,TSLA,15.752667427062988,16.191999435424805,15.687333106994627,15.965999603271484,85084500,0.0,0.0,15.965999603271484
2015-05-12 00:00:00-04:00,TSLA,16.007333755493164,16.42333221435547,15.879332542419434,16.31599998474121,95451000,0.0,0.0,16.31599998474121
2015-05-13 00:00:00-04:00,TSLA,16.507333755493164,16.553333282470703,16.149999618530273,16.211999893188477,81603000,0.0,0.0,16.211999893188477
2015-05-14 00:00:00-04:00,TSLA,16.321332931518555,16.326000213623047,16.083332061767578,16.273332595825195,43438500,0.0,0.0,16.273332595825195
2015-05-15 00:00:00-04:00,TSLA,16.261999130249023,16.626667022705078,16.166667938232422,16.589332580566406,67914000,0.0,0.0,16.589332580566406
2015-05-18 00:00:00-04:00,TSLA,16.46666717529297,16.65999984741211,16.399999618530273,16.583332061767578,50298000,0.0,0.0,16.583332061767578
2015-05-19 00:00:00-04:00,TSLA,16.562000274658203,16.733333587646484,16.40999984741211,16.47599983215332,55113000,0.0,0.0,16.47599983215332
2015-05-20 00:00:00-04:00,TSLA,16.475332260131836,16.516000747680664,16.091333389282227,16.290000915527344,56334000,0.0,0.0,16.290000915527344
2015-05-21 00:00:00-04:00,TSLA,16.20199966430664,16.441333770751953,16.157333374023438,16.374666213989258,29559000,0.0,0.0,16.374666213989258
2015-05-22 00:00:00-04:00,TSLA,16.358667373657227,16.573333740234375,16.333999633789062,16.51533317565918,33346500,0.0,0.0,16.51533317565918
2015-05-26 00:00:00-04:00,TSLA,16.511999130249023,16.799999237060547,16.433332443237305,16.497333526611328,52480500,0.0,0.0,16.497333526611328
2015-05-27 00:00:00-04:00,TSLA,16.567333221435547,16.633333206176758,16.3700008392334,16.495332717895508,51123000,0.0,0.0,16.495332717895508
2015-05-28 00:00:00-04:00,TSLA,16.468666076660156,16.786666870117188,16.336666107177734,16.76333236694336,54709500,0.0,0.0,16.76333236694336
2015-05-29 00:00:00-04:00,TSLA,16.733333587646484,16.857999801635742,16.6286678314209,16.719999313354492,56839500,0.0,0.0,16.719999313354492
2015-06-01 00:00:00-04:00,TSLA,16.76066780090332,16.773332595825195,16.49799919128418,16.6299991607666,37576500,0.0,0.0,16.6299991607666
2015-06-02 00:00:00-04:00,TSLA,16.594667434692383,16.626667022705078,16.420000076293945,16.55666732788086,32022000,0.0,0.0,16.55666732788086
2015-06-03 00:00:00-04:00,TSLA,16.546667098999023,16.71466636657715,16.46733283996582,16.599332809448242,26722500,0.0,0.0,16.599332809448242
2015-06-04 00:00:00-04:00,TSLA,16.5,16.6200008392334,16.380666732788086,16.39466667175293,36804000,0.0,0.0,16.39466667175293
2015-06-05 00:00:00-04:00,TSLA,16.399999618530273,16.64666748046875,16.3786678314209,16.609333038330078,45330000,0.0,0.0,16.609333038330078
2015-06-08 00:00:00-04:00,TSLA,16.72333335876465,17.25,16.687332153320312,17.086000442504883,75255000,0.0,0.0,17.086000442504883
2015-06-09 00:00:00-04:00,TSLA,17.02666664123535,17.182666778564453,16.94266700744629,17.066667556762695,39166500,0.0,0.0,17.066667556762695
2015-06-10 00:00:00-04:00,TSLA,16.793333053588867,16.933332443237305,16.566667556762695,16.713333129882812,51817500,0.0,0.0,16.713333129882812
2015-06-11 00:00:00-04:00,TSLA,16.884000778198242,16.95800018310547,16.69533348083496,16.76066780090332,30661500,0.0,0.0,16.76066780090332
2015-06-12 00:00:00-04:00,TSLA,16.680667877197266,16.8973331451416,16.680667877197266,16.71266746520996,21334500,0.0,0.0,16.71266746520996
2015-06-15 00:00:00-04:00,TSLA,16.64666748046875,16.75200080871582,16.400667190551758,16.691999435424805,32793000,0.0,0.0,16.691999435424805
2015-06-16 00:00:00-04:00,TSLA,16.67533302307129,16.895999908447266,16.606666564941406,16.874666213989258,29770500,0.0,0.0,16.874666213989258
2015-06-17 00:00:00-04:00,TSLA,16.81133270263672,17.624000549316406,16.801332473754883,17.360666275024414,82693500,0.0,0.0,17.360666275024414
2015-06-18 00:00:00-04:00,TSLA,17.46666717529297,17.56399917602539,17.334667205810547,17.459333419799805,41740500,0.0,0.0,17.459333419799805
2015-06-19 00:00:00-04:00,TSLA,17.49333381652832,17.586666107177734,17.34000015258789,17.500667572021484,36945000,0.0,0.0,17.500667572021484
2015-06-22 00:00:00-04:00,TSLA,17.476667404174805,17.626667022705078,17.04599952697754,17.319332122802734,68416500,0.0,0.0,17.319332122802734
2015-06-23 00:00:00-04:00,TSLA,17.35466766357422,17.866666793823242,17.238000869750977,17.844667434692383,58062000,0.0,0.0,17.844667434692383
2015-06-24 00:00:00-04:00,TSLA,17.798667907714844,17.823333740234375,17.58133316040039,17.67799949645996,36184500,0.0,0.0,17.67799949645996
2015-06-25 00:00:00-04:00,TSLA,17.76333236694336,18.0939998626709,17.683332443237305,17.91933250427246,42738000,0.0,0.0,17.91933250427246
2015-06-26 00:00:00-04:00,TSLA,17.926000595092773,17.94066619873047,17.733333587646484,17.805999755859375,57576000,0.0,0.0,17.805999755859375
2015-06-29 00:00:00-04:00,TSLA,17.463333129882812,17.729999542236328,17.3799991607666,17.468000411987305,52183500,0.0,0.0,17.468000411987305
2015-06-30 00:00:00-04:00,TSLA,17.65333366394043,18.06133270263672,17.600000381469727,17.884000778198242,46303500,0.0,0.0,17.884000778198242
2015-07-01 00:00:00-04:00,TSLA,18.073999404907227,18.17466735839844,17.856666564941406,17.94333267211914,31518000,0.0,0.0,17.94333267211914
